gene_id,gene_short_name,cell_group,CeNGEN_annotation,Additional genes used for annotation,Notes,Final annotation,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00013290,Y57G11A.2,35,,,,,0.272963951,3.547671404,0.767166042,0.355808177,0.383819348,0,0
WBGene00020414,T10E9.4,35,,,,,0.293118514,3.833905972,0.792759051,0.369744771,0.377524538,0,0
WBGene00010072,F54F12.1,35,,,,,0.346411743,1.231662201,0.588014981,0.589120607,0.372339533,0,0
WBGene00012926,Y47D3A.13,35,,,,,0.240841251,5.522745338,0.814606742,0.295653397,0.370899757,0,0
WBGene00019929,R07C3.13,35,,,,,0.278490699,1.638273535,0.556179775,0.500720651,0.363107004,0,0
WBGene00045394,ZK813.7,36,Spermatheca is the only cell type where all these genes are expressed,"This cluster does not prominently express gene markers for the distal-most (neck) spermatheca cells: apx-1 and let-502. It also does not express markers of the distal spermatheca. Additionally expresses mel-11, a marker for the spermatheca bag cells. ",,Spermatheca bag proximal,0.744885826,43.4085524,0.993293592,0.749915062,0.920224824,0,0
WBGene00010084,F55B11.2,36,,,,,0.559325848,48.97876007,0.997019374,0.560997973,0.917200542,0,0
WBGene00010085,F55B11.3,36,,,,,0.808682337,21.57309253,0.971684054,0.832248234,0.916635127,0,0
WBGene00022820,ZK813.1,36,,,,,0.727360521,39.69514156,0.983606557,0.739483197,0.89856553,0,0
WBGene00044081,D1086.11,36,,,,,0.521215426,15.14871094,0.982116244,0.530706451,0.892972302,0,0
WBGene00012213,W02D9.7,36,,,,,0.779835621,13.66575595,0.938897168,0.830586828,0.863287856,0,0
WBGene00010613,K07A1.6,36,,,,,0.628062889,11.57088153,0.929955291,0.675368908,0.82987243,0,0
WBGene00008393,D1086.6,36,,,,,0.56466052,4.115784253,0.897168405,0.629380745,0.799201493,0,0
WBGene00013392,Y62H9A.4,36,,,,,0.62005189,22.34490192,0.909836066,0.681498474,0.797001348,0,0
WBGene00007315,C04H5.7,36,,,,,0.447633475,5.934029316,0.923248882,0.484845943,0.788521301,0,0
WBGene00018492,hpo-26,37,"arcade, marginal and pharyngeal muscle cells","Arcade, marginal, pharyngeal muscle and pharyngeal gland cells identified separately => by process of elimination this cluster was tentatively annotated as pharyngeal epithelium; additionally expresses ajm-1 and tat-3 which is consistent with epithelial identity (Packer et al.); e2 (pharyngeal epithelial) cells identified separately (cluster 62).",,e1_e3 (pharyngeal epithelium),0.565214782,23.38537997,0.957692308,0.59018411,0.821108463,0,0
WBGene00004144,pqn-60,37,,,,,0.521900761,36.11834993,0.980769231,0.53213411,0.811107838,0,0
WBGene00013515,Y73F4A.2,37,,,,,0.365945204,57.64567048,0.995384615,0.367642013,0.802001906,0,0
WBGene00011284,ttr-27,37,,,,,0.4391141,26.86925585,0.965384615,0.454859227,0.76286805,0,0
WBGene00013516,Y73F4A.3,37,,,,,0.393748982,15.01001354,0.919230769,0.428346172,0.705278608,0,0
WBGene00011450,ttr-22,37,,,,,0.582683717,12.21102687,0.801538462,0.726956652,0.695308663,0,0
WBGene00009097,fipr-2,37,,,,,0.221055184,36.87215842,0.989230769,0.223461694,0.684457934,0,0
WBGene00017970,F32A5.4,37,,,,,0.258316409,9.665406213,0.913846154,0.282669471,0.681022226,0,0
WBGene00008628,ttr-21,37,,,,,0.290285011,21.66882747,0.946923077,0.306556064,0.677634385,0,0
WBGene00015076,B0238.12,37,,,,,0.530429506,24.55246081,0.783846154,0.676701039,0.659537616,0,0
WBGene00010485,ant-1.3,38,Sperm,"This cluster expresses zipt-7.1, cdc-48.1, ubxn-2, him-3, vbh-1 and set-17 which are all gene markers for spermatocytes. ",,Spermatocytes,0.480635343,6.070349797,0.918196995,0.523455583,0.661667492,0,0
WBGene00012379,Y1A5A.1,38,,,,,0.529965167,3.612064863,0.871452421,0.608140106,0.64782539,0,0
WBGene00020140,ant-1.4,38,,,,,0.494263991,4.995514527,0.892320534,0.55390857,0.631468713,0,0
WBGene00006044,ssp-16,38,,,,,0.29663273,10.78200609,0.958263773,0.309552274,0.595127271,0,0
WBGene00007307,spch-1,38,,,,,0.219972639,13.7011645,0.979131886,0.224660888,0.527562655,0,0
WBGene00016825,C50E10.1,38,,,,,0.230885565,4.538382707,0.924040067,0.249865318,0.477071763,0,0
WBGene00015689,spch-2,38,,,,,0.228579493,4.890245285,0.924040067,0.247369677,0.475423877,0,0
WBGene00011379,T02E1.7,38,,,,,0.342690678,1.506683151,0.843906511,0.40607659,0.454595928,0,0
WBGene00011951,T23F6.3,38,,,,,0.324992323,1.086808656,0.771285476,0.421364506,0.433252367,0,0
WBGene00009811,F47B8.10,38,,,,,0.224959034,4.833072256,0.912353923,0.24656992,0.430675278,0,0
WBGene00003754,nlp-16,39,cephalic sheath  and unidentified glial,"This cluster also prominently expresses kcc-3, hlh-17 and pros-1 which is consistent with cephalic sheath identity (Packer et al.).",,Cephalic sheath,0.376813265,13.28874397,0.901960784,0.417771229,0.728904984,0,0
WBGene00194747,H05C05.4,39,,,,,0.417493721,6.546216108,0.905370844,0.46113007,0.714872733,0,0
WBGene00017621,F20A1.10,39,,,,,0.40341013,16.06121911,0.925831202,0.435727516,0.700892312,0,0
WBGene00007590,ttr-43,39,,,,,0.420741462,8.650584153,0.874680307,0.481023133,0.677902073,0,0
WBGene00021400,Y38C1AA.9,39,,,,,0.4142019,4.149014912,0.780051151,0.530993255,0.611403886,0,0
WBGene00001776,gst-28,39,,,,,0.204711724,7.197448019,0.879795396,0.232681059,0.538706648,0,0
WBGene00019298,K02D7.1,39,,,,,0.265015996,4.717275256,0.856777494,0.309317177,0.53748637,0,0
WBGene00020224,T05A7.7,39,,,,,0.275960631,3.203593683,0.712702472,0.387203134,0.481878485,0,0
WBGene00007142,ttr-18,39,,,,,0.216904173,4.256806879,0.812446718,0.266976491,0.475627363,0,0
WBGene00001758,gst-10,39,,,,,0.158349072,10.18793891,0.89599318,0.176730221,0.439119882,0,0
WBGene00014039,ZK662.2,40,"arcade, marginal and pharyngeal muscle cells","This cluster prominently expresses chs-2, dpf-6, nep-1 which are all arcade cells markers (CeNGEN and Packer et al.). Additionally, this cluster does not express nas-25, W01D2.6 and fipr-9 (unlike cluster 57) which are all marginal cells markers (CeNGEN). ",After subclustering we could identify a subpopulation of rectal gland cells (CeNGEN markers),Arcade cells and rectal gland subpopulation,0.50200591,15.29150609,0.728624535,0.6889775,0.538236247,0,0
WBGene00004174,abu-14,40,,,,,0.410584359,6.728633857,0.596654275,0.688144503,0.440911159,0,0
WBGene00012942,Y47D3B.6,40,,,,,0.354169785,3.403992916,0.545539033,0.649210714,0.398557349,0,0
WBGene00022417,Y102A11A.7,40,,,,,0.256565356,3.054369026,0.567843866,0.451823769,0.397120996,0,0
WBGene00004156,pqn-74,40,,,,,0.303431739,2.827757165,0.560408922,0.541447016,0.385194597,0,0
WBGene00044011,T06E4.12,40,,,,,0.369254921,10.00883182,0.526951673,0.700737733,0.372395631,0,0
WBGene00010319,F59B10.3,40,,,,,0.286853351,2.807584433,0.530669145,0.540550272,0.357360892,0,0
WBGene00019839,R02F11.1,40,,,,,0.316830012,3.763242253,0.464684015,0.681818187,0.337841689,0,0
WBGene00021083,W08E12.2,40,,,,,0.345865828,25.68694938,0.50929368,0.679108815,0.335377642,0,0
WBGene00021084,W08E12.3,40,,,,,0.314641961,6.782724816,0.444237918,0.708273536,0.3067216,0,0
WBGene00009995,F53F4.13,41,amphid and phasmid sheath cells,This cluster is made up of two subpopulations: one subpopulation prominently expresses the amphid sheath cells marker vap-1 which is absent in phasmid sheath cells. The second subpopulation does not express vap-1 (Packer et al.),,Amphid and phasmid sheath,0.33472115,33.39833697,0.767,0.436403064,0.493563815,0,0
WBGene00020155,T02B11.3,41,,,,,0.333863163,8.510239307,0.678,0.492423544,0.462476028,0,0
WBGene00009577,F40F8.4,41,,,,,0.324671724,6.041810674,0.647,0.501811011,0.456488553,0,0
WBGene00014091,ZK822.4,41,,,,,0.339730391,6.593848842,0.627,0.541834755,0.449272344,0,0
WBGene00001392,far-8,41,,,,,0.319432164,5.581536284,0.635,0.503042778,0.430927158,0,0
WBGene00016362,C33G8.4,41,,,,,0.280432882,5.01586544,0.616,0.455248184,0.404384355,0,0
WBGene00022093,Y69A2AR.22,41,,,,,0.274440436,3.625937067,0.585,0.46912895,0.395400949,0,0
WBGene00020589,T19H12.3,41,,,,,0.27528075,4.704230898,0.602,0.457276994,0.394146844,0,0
WBGene00008554,F07C6.3,41,,,,,0.280865286,2.941501165,0.561,0.500651133,0.392032193,0,0
WBGene00011072,tag-209,41,,,,,0.270424567,3.568275869,0.582,0.464647022,0.385424974,0,0
WBGene00020218,T04G9.7,42,Gonadal sheath,,,Unassigned hypodermis/gonadal sheath cells,0.078434319,14.42210274,0.968,0.081027189,0.202394452,0,0
WBGene00000698,col-124,42,,,,,0.05365674,15.94081297,0.993,0.054034985,0.172384504,0,0
WBGene00000754,col-181,42,,,,,0.071781827,7.15249767,0.886,0.081017864,0.171502038,0,0
WBGene00000696,col-122,42,,,,,0.074697323,11.40090481,0.935,0.079890184,0.170916586,0,0
WBGene00016636,perm-2,42,,,,,0.052103087,12.40307753,0.967,0.053881166,0.16566104,0,0
WBGene00000712,col-139,42,,,,,0.05265401,9.779251175,0.969,0.054338504,0.164434763,0,0
WBGene00016638,perm-4,42,,,,,0.059090145,8.34943841,0.913,0.06472086,0.15951575,0,0
WBGene00000609,col-20,42,,,,,0.050785703,9.656748946,0.966,0.052573192,0.15554564,0,0
WBGene00000703,col-129,42,,,,,0.054664195,5.887500035,0.91,0.060070544,0.154228251,0,0
WBGene00000757,col-184,42,,,,,0.068575823,6.441036009,0.855,0.08020564,0.152918556,0,0
WBGene00007304,ttr-39,43,Neurons,,,VD_DD,0.754048853,16.54864861,0.976719577,0.772021848,0.924823509,0,0
WBGene00006762,unc-25,43,,,,,0.440158248,36.13281765,0.996825397,0.441560026,0.917789825,0,0
WBGene00017447,F14B8.5,43,,,,,0.539128331,3.9619288,0.831746032,0.648188642,0.722244429,0,0
WBGene00016958,ilys-4,43,,,,,0.219877408,10.5335541,0.953439153,0.23061504,0.710890667,0,0
WBGene00006782,unc-46,43,,,,,0.303398433,3.539480384,0.86984127,0.348797468,0.703615889,0,0
WBGene00015539,C06E7.2,43,,,,,0.17711728,3.912168445,0.875132275,0.202389153,0.609059527,0,0
WBGene00011854,T20B3.14,43,,,,,0.15353991,3.930090532,0.837037037,0.183432636,0.602893521,0,0
WBGene00012853,Y44A6D.2,43,,,,,0.064750808,19.1471803,0.980952381,0.066008105,0.544327614,0,0
WBGene00006783,unc-47,43,,,,,0.208727891,1.662885828,0.639153439,0.3265693,0.495621895,0,0
WBGene00003753,nlp-15,43,,,,,0.062778061,5.886503073,0.925925926,0.067800306,0.4725751,0,0
WBGene00000611,col-34,44,Glia,,,Glia_1,0.241453665,13.24163811,0.914634146,0.26398934,0.634250335,0,0
WBGene00000759,col-186,44,,,,,0.221121433,6.617633216,0.724390244,0.30525181,0.512805536,0,0
WBGene00018282,F41D9.2,44,,,,,0.264952902,6.101320059,0.735365854,0.360300795,0.502523927,0,0
WBGene00018787,cutl-20,44,,,,,0.193046472,2.769401239,0.685365854,0.28166923,0.485438358,0,0
WBGene00013896,ZC443.1,44,,,,,0.160835647,6.856847876,0.691463415,0.232601818,0.42379436,0,0
WBGene00000630,col-53,44,,,,,0.28330261,3.299510595,0.480487805,0.589614568,0.37872544,0,0
WBGene00000664,col-89,44,,,,,0.116474708,6.535046156,0.553658537,0.210372821,0.365382414,0,0
WBGene00022245,acp-6,44,,,,,0.12839061,29.51968802,0.680487805,0.188674373,0.357497315,0,0
WBGene00020224,T05A7.7,44,,,,,0.206942591,2.478227624,0.651219512,0.317777013,0.351599901,0,0
WBGene00000637,col-61,44,,,,,0.131628144,6.3862509,0.48902439,0.269164782,0.330290939,0,0
WBGene00019734,M02E1.2,45,Neurons,,After subclustering we could identify a subpopulation of RMD_LR neurons and SAA neurons (CeNGEN markers),SMD and subpopulation of RMD_LR and SAA,0.341110838,43.01292535,0.993902439,0.343203542,0.857887688,0,0
WBGene00001452,flp-9,45,,,,,0.120182084,29.8061553,0.909756098,0.132103631,0.52273885,0,0
WBGene00007607,C15C8.5,45,,,,,0.277433481,3.196067948,0.647560976,0.428428351,0.50910598,0,0
WBGene00009562,flp-22,45,,,,,0.048972219,9.587745394,0.847560976,0.057780172,0.438988241,0,0
WBGene00000858,cwn-2,45,,,,,0.22412479,1.958573706,0.576829268,0.388546148,0.421168151,0,0
WBGene00003749,nlp-11,45,,,,,0.044656245,7.395929223,0.848780488,0.052612243,0.411871808,0,0
WBGene00044615,B0252.8,45,,,,,0.075318149,2.887055916,0.695121951,0.108352425,0.36351875,0,0
WBGene00011392,sbt-1,45,,,,,0.022117786,10.57475014,0.975609756,0.022670731,0.34040346,0,0
WBGene00003747,nlp-9,45,,,,,0.079013548,3.504981932,0.775609756,0.101872814,0.338025419,0,0
WBGene00022720,ZK370.6,45,,,,,0.0829243,1.346849485,0.576829268,0.143758829,0.333138241,0,0
WBGene00009158,F26E4.3,46,Neurons,,,SIB,0.388457589,13.20743802,0.992405063,0.391430479,0.773740242,0,0
WBGene00013959,ZK265.7,46,,,,,0.226345691,4.352724999,0.908860759,0.249043309,0.670269742,0,0
WBGene00013882,msa-1,46,,,,,0.148547078,49.5652879,1,0.148547078,0.665632263,0,0
WBGene00012759,sup-1,46,,,,,0.126814948,8.154998041,0.969620253,0.130788263,0.646952471,0,0
WBGene00012440,nlp-53,46,,,,,0.144394092,4.153674107,0.864556962,0.167015128,0.571853268,0,0
WBGene00021125,ccb-2,46,,,,,0.47341851,1.553612567,0.650632911,0.727627672,0.547386011,0,0
WBGene00019904,twk-49,46,,,,,0.152690661,4.871018437,0.93164557,0.163893508,0.501660036,0,0
WBGene00001452,flp-9,46,,,,,0.08757745,17.71010258,0.992405063,0.088247686,0.499780905,0,0
WBGene00000175,aqp-7,46,,,,,0.104588946,5.871579348,0.953164557,0.109728111,0.469311445,0,0
WBGene00006979,zig-2,46,,,,,0.088862166,3.346462642,0.789873418,0.11250178,0.431041255,0,0
WBGene00003758,nlp-20,47,Neurons,"This cluster has a subpopulation of cells that prominently expresses gcy-35, mec-1, lad-2 and ahr-1 which are all ALN_PLN_SDQ gene markers (Packer et al.) that are not prominently expressed in SMB neurons with the exception of lad-2 (CeNGEN). SDQ neurons identified separately. Additionally, this subpopulation expresses PLN markers flr-2 and D1081.4 which are not expressed in ALN and SMB neurons (CeNGEN). On the other hand, this subpopulation does not express T26C5.4 and tkr-3 which are expressed in ALN but not PLN and SMB neurons (CeNGEN). ","After subclustering we could identify distinct populations: SMB, PLN, SIA (CeNGEN markers)",SMB; PLN; SIA,0.587902468,51.91774542,0.976683938,0.601937275,0.841339569,0,0
WBGene00002100,ins-17,47,,,,,0.14530976,13.21466128,0.989637306,0.146831328,0.723320648,0,0
WBGene00001455,flp-12,47,,,,,0.228711869,110.667887,0.852331606,0.268336722,0.680823546,0,0
WBGene00015427,C04E6.13,47,,,,,0.231052946,11.76143741,0.831606218,0.277839368,0.651099701,0,0
WBGene00018258,F41B4.2,47,,,,,0.143646968,16.49399129,0.827720207,0.17354532,0.592936424,0,0
WBGene00019904,twk-49,47,,,,,0.200791648,6.878894253,0.943005181,0.212927407,0.576822568,0,0
WBGene00235164,K09F6.13,47,,,,,0.210962695,4.783612109,0.876943005,0.240566027,0.495719758,0,0
WBGene00008407,D2023.3,47,,,,,0.110793393,1.927705232,0.748704663,0.147980103,0.454534912,0,0
WBGene00009315,F32B4.5,47,,,,,0.091820115,3.215406658,0.831606218,0.110412974,0.451539883,0,0
WBGene00019160,crf-1,47,,,,,0.053899977,6.851670911,0.823834197,0.065425759,0.436676222,0,0
WBGene00044080,D1086.10,48,Uterine-vulval cells,"This cluster prominently expresses the uterine-vulval cells markers: nhr-40, mua-6, sek-1, lim-6, nlp-2, flp-11, flp-22, tdc-1, unc-73, lgc-55, ida-1, nlp-7, aat-1 and unc-64",,Uterine-vulval cells,0.315391303,168.0809944,0.99862069,0.315826927,0.757247182,0,0
WBGene00007458,ule-4,48,,,,,0.267148249,251.406143,0.997241379,0.267887248,0.744274171,0,0
WBGene00010539,ttr-2,48,,,,,0.342581451,19.58644796,0.966896552,0.354310345,0.735972021,0,0
WBGene00045473,F30A10.14,48,,,,,0.395188776,9.635030771,0.893793103,0.442147937,0.725477546,0,0
WBGene00044680,F30A10.13,48,,,,,0.459567389,5.093438299,0.845517241,0.543534024,0.719469121,0,0
WBGene00044737,ttr-45,48,,,,,0.300066796,7.788665437,0.911724138,0.329120162,0.658033845,0,0
WBGene00045265,K10C2.8,48,,,,,0.425168512,13.0028137,0.84137931,0.505323232,0.657242691,0,0
WBGene00206388,K10C2.14,48,,,,,0.412334272,4.438729009,0.769655172,0.535738974,0.630288732,0,0
WBGene00019622,K10C2.7,48,,,,,0.382510503,3.563878975,0.784827586,0.487381573,0.625154199,0,0
WBGene00010440,ttr-51,48,,,,,0.200594494,13.39380678,0.950344828,0.211075483,0.605172383,0,0
WBGene00013882,msa-1,49,Neurons,,,SIA,0.15323687,52.88626815,0.981741573,0.156086769,0.615758859,0,0
WBGene00020100,mks-1,49,,,,,0.335174222,2.468717098,0.654494382,0.512111688,0.536341834,0,0
WBGene00019488,K07D4.9,49,,,,,0.072522435,6.716422394,0.900280899,0.080555341,0.513482345,0,0
WBGene00009158,F26E4.3,49,,,,,0.228538199,8.435641656,0.823033708,0.277677811,0.49866955,0,0
WBGene00016801,C50C3.5,49,,,,,0.136634207,4.094632214,0.78511236,0.174031405,0.486373157,0,0
WBGene00019904,twk-49,49,,,,,0.163510085,6.377009228,0.813202247,0.201069397,0.465412145,0,0
WBGene00016679,C45G9.8,49,,,,,0.304584493,2.009978407,0.644662921,0.472470935,0.464960184,0,0
WBGene00000440,ceh-17,49,,,,,0.244777523,1.35064805,0.532303371,0.459845901,0.430618086,0,0
WBGene00014175,ZK971.1,49,,,,,0.083387582,2.227725002,0.695224719,0.119943351,0.414795238,0,0
WBGene00194692,T02C12.5,49,,,,,0.068997168,7.333969315,0.782303371,0.088197457,0.410478216,0,0
WBGene00021607,Y46H3C.7,50,Germline is the only cell type where all these genes are prominently expressed ,"Among the germline clusters, this cluster expresses oocyte markers (wormbase) most prominently including: cbd-1, cpg-1, spn-4, pos-1, puf-5",,Oocytes,0.30365043,1.004817175,0.683544304,0.444229333,0.424161623,0,0
WBGene00021605,Y46H3C.5,50,,,,,0.241885381,0.617862519,0.476793249,0.507317127,0.271329883,0,0
WBGene00019989,R09F10.8,50,,,,,0.216871741,0.663712344,0.562587904,0.385489519,0.268974559,0,0
WBGene00044439,Y51H7C.15,50,,,,,0.242505502,0.738324099,0.490857947,0.494044161,0.268638112,0,0
WBGene00011063,cpg-3,50,,,,,0.162991731,2.827372478,0.665260197,0.245004483,0.243394937,0,0
WBGene00007709,clec-87,50,,,,,0.128178171,6.012874131,0.817158931,0.156858312,0.230473617,0,0
WBGene00004352,rgs-9,50,,,,,0.185886994,0.401493247,0.426160338,0.436190272,0.209908714,0,0
WBGene00004354,rgs-11,50,,,,,0.172553897,0.39913234,0.445850914,0.387021517,0.208124816,0,0
WBGene00001170,egl-1,50,,,,,0.173460352,0.476125886,0.364275668,0.476178805,0.197408521,0,0
WBGene00014117,clec-91,50,,,,,0.099525189,1.413264123,0.635724332,0.156554003,0.196829253,0,0
WBGene00016004,C18H9.6,51,Intestine is the only cell type where all these genes are expressed ,"This cluster expresses anterior-specific genes (crn-6, glc-1, lys-7, pho-4, ttx-1, C13B4.1, F38A1.9, K10D11.6, T28F3.5, F27C1.11, F48G7.5, fbxc-8, Y37F4.7, ceh-37 and app-1) and anterior and posterior- specific genes (aex-1, cyp35A2, fbl-1, abts-4, stim-1). However, it does not express posterior-specific genes (catp-6, btbd-10, rpn-6.1, F01F1.2, faah-1, spin-3, irg-7, F42A10.5, dut-1, pho-1, lipl-1 and psa-3)",,Intestine anterior,0.459018339,11.29040081,0.841134752,0.545713202,0.565378565,0,0
WBGene00018138,folt-2,51,,,,,0.295084766,3.852784171,0.80141844,0.368203115,0.42348138,0,0
WBGene00000140,anc-1,51,,,,,0.097583735,8.503547827,0.968794326,0.100726988,0.398623807,0,0
WBGene00006404,tag-10,51,,,,,0.319398945,1.641869402,0.614184397,0.520037543,0.383616439,0,0
WBGene00016027,C23H5.8,51,,,,,0.185884891,6.876210606,0.904964539,0.205405718,0.377670004,0,0
WBGene00019957,R08E3.1,51,,,,,0.22616898,1.629271524,0.743262411,0.304292234,0.376847243,0,0
WBGene00011486,T05E12.3,51,,,,,0.339858013,1.496643681,0.544680851,0.623958071,0.376703067,0,0
WBGene00015608,math-3,51,,,,,0.209429778,2.071087597,0.809929078,0.258577923,0.375038373,0,0
WBGene00007533,cbl-1,51,,,,,0.235300026,2.99721671,0.680851064,0.345596913,0.351594646,0,0
WBGene00012101,zip-10,51,,,,,0.265466513,1.857856668,0.670921986,0.395674189,0.351307072,0,0
WBGene00013867,ZC373.2,52,Spermatheca is the only cell type where all these genes are expressed,This cluster prominently expresses apx-1 and let-502 which are gene markers for the distal-most spermatheca neck cells. ,,Spermatheca neck distal-most,0.411113931,90.48328855,1,0.411113931,0.891884071,0,0
WBGene00045261,H29C22.1,52,,,,,0.486243648,20.04603648,0.985632184,0.493331747,0.885993643,0,0
WBGene00008377,D1054.10,52,,,,,0.386357512,201.9047557,1,0.386357512,0.866956276,0,0
WBGene00008378,ule-3,52,,,,,0.408882676,95.63604682,0.998563218,0.409470996,0.822564912,0,0
WBGene00235391,F38A5.22,52,,,,,0.343090212,3.740439786,0.932471264,0.367936498,0.809108787,0,0
WBGene00017541,F17E9.4,52,,,,,0.315226678,35.11726303,1,0.315226678,0.803309868,0,0
WBGene00012557,Y37D8A.19,52,,,,,0.425056208,106.7438733,1,0.425056208,0.797768252,0,0
WBGene00013481,Y69H2.3,52,,,,,0.471642346,11.23935458,0.965517241,0.488486716,0.766199689,0,0
WBGene00020476,T13B5.9,52,,,,,0.531361299,1.031775552,0.807471264,0.658055986,0.719163585,0,0
WBGene00010196,F57C2.4,52,,,,,0.396043144,16.57799232,0.981321839,0.4035813,0.719021873,0,0
WBGene00006436,ttn-1,53,Muscle,"This cluster does not prominently express the vulval muscle markers C53B7.2 (CeNGEN) and mls-1 (CeNGEN) unlike clusters 85 and 143; it does not express the anal muscle markers ttr-10 (CeNGEN), fbl-1 (CeNGEN), Y19D10B.6 (CeNGEN), W03A5.1 (CeNGEN) unlike cluster 92; it does not express hmc markers glb-26 (CeNGEN), Y105E8B.9 (CeNGEN), W04G5.4 (CeNGEN) unlike cluster 103. This cluster also does not express F35D11.1 which is expressed in anal and vulval muscles as well as hmc but not body wall muscle. Additionally, this cluster expresses postetior body wall muscle specific genes including: ttn-1, lam-1, pat-2, cpna-2, unc-22, unc-89, epi-1 and him-4 (Cao et al.).",,Body wall muscle posterior,0.245392492,11.96541407,0.824127907,0.297760202,0.452447917,0,0
WBGene00015061,cpna-2,53,,,,,0.137163164,2.695880321,0.75,0.182884218,0.339836108,0,0
WBGene00006759,unc-22,53,,,,,0.125084109,2.552728291,0.690406977,0.181174457,0.311369679,0,0
WBGene00006820,unc-89,53,,,,,0.115487323,2.455279188,0.699127907,0.165187688,0.31080655,0,0
WBGene00001863,him-4,53,,,,,0.135286838,2.40600788,0.49127907,0.275376759,0.287684477,0,0
WBGene00004736,sca-1,53,,,,,0.090944139,2.976538975,0.723837209,0.125641703,0.256754574,0,0
WBGene00000822,csq-1,53,,,,,0.104197513,2.105698992,0.668604651,0.155843237,0.252603854,0,0
WBGene00022653,ZK105.1,53,,,,,0.165187425,1.595848455,0.385174419,0.428863958,0.22858191,0,0
WBGene00022801,pcp-5,53,,,,,0.173662497,0.761716463,0.350290698,0.495766796,0.221801973,0,0
WBGene00011736,T12D8.9,53,,,,,0.10847699,1.106086271,0.457848837,0.236927521,0.219131679,0,0
WBGene00003588,nex-1,54,Spermatheca-Uterine junction is the only cell type where all these genes are prominently expressed,,,Spermatheca-Uterine junction,0.459522914,36.58264086,0.993558776,0.462501993,0.908514108,0,0
WBGene00002264,lec-1,54,,,,,0.381041415,23.36281509,0.99194847,0.384134283,0.859799808,0,0
WBGene00012901,cnp-2,54,,,,,0.707220015,69.91120542,0.982286634,0.719973163,0.838647782,0,0
WBGene00011460,ttr-14,54,,,,,0.324108466,95.96939712,0.993558776,0.326209656,0.714939633,0,0
WBGene00009130,F25H5.8,54,,,,,0.366000891,20.47107606,0.948470209,0.385885489,0.708661037,0,0
WBGene00002266,lec-3,54,,,,,0.409858543,22.90898009,0.866344605,0.473089507,0.65238618,0,0
WBGene00045456,C10A4.9,54,,,,,0.48817907,10.92448974,0.824476651,0.592107817,0.651204104,0,0
WBGene00007398,C07A4.3,54,,,,,0.546109116,8.126828694,0.761674718,0.716984696,0.650787721,0,0
WBGene00002023,hsp-25,54,,,,,0.211179701,15.33092129,0.933977456,0.226107921,0.632429072,0,0
WBGene00012285,pitr-6,54,,,,,0.577129191,2.856046669,0.700483092,0.823901672,0.611797285,0,0
WBGene00000140,anc-1,55,Intestinal-rectal valve,"This cluster expresses the intestinal-rectal valve markers: cgt-1, cgt-3, aakg-5,  F08B12.4, ifa-4, ifc-2, pcs-1 and num-1.",,Intestinal-rectal valve,0.112979728,10.14915914,0.977941176,0.115528143,0.422091791,0,0
WBGene00008944,F19B2.5,55,,,,,0.212429309,3.960210867,0.886029412,0.239754241,0.416456826,0,0
WBGene00001564,icl-1,55,,,,,0.210609582,2.654635891,0.878676471,0.239689567,0.410023996,0,0
WBGene00018101,math-27,55,,,,,0.252477571,2.023148026,0.830882353,0.303866811,0.407121549,0,0
WBGene00021048,W05H9.1,55,,,,,0.276067968,1.731383021,0.801470588,0.344451776,0.403384149,0,0
WBGene00003786,npa-1,55,,,,,0.194865533,3.498201136,0.878676471,0.221771652,0.379101837,0,0
WBGene00006603,tps-2,55,,,,,0.164569671,1.638444322,0.794117647,0.207235883,0.348672472,0,0
WBGene00012140,T28F4.5,55,,,,,0.078409964,3.096075977,0.908088235,0.086346195,0.30263343,0,0
WBGene00016027,C23H5.8,55,,,,,0.153666259,5.638763532,0.869485294,0.176732441,0.300593896,0,0
WBGene00019748,atg-2,55,,,,,0.104333045,1.008595051,0.755514706,0.13809532,0.295700465,0,0
WBGene00012585,lips-15,56,Excretory cell is the only cell type where all these genes are prominently expressed,,,Excretory cells,0.372312334,6.201306344,0.616731518,0.603686245,0.415682076,0,0
WBGene00018085,ttr-20,56,,,,,0.310299512,3.147392891,0.579766537,0.535214594,0.390926716,0,0
WBGene00021909,Y55B1BL.1,56,,,,,0.233646183,3.543540964,0.558365759,0.418446473,0.346158462,0,0
WBGene00017599,F19F10.3,56,,,,,0.187996061,4.486913693,0.595330739,0.315784234,0.339322003,0,0
WBGene00009466,F36D1.7,56,,,,,0.226207768,2.311429284,0.544747082,0.415252832,0.338391746,0,0
WBGene00016848,klo-1,56,,,,,0.216113742,2.619845261,0.562256809,0.384368386,0.313657991,0,0
WBGene00009679,F44D12.2,56,,,,,0.22575815,1.469822332,0.453307393,0.498024417,0.304946154,0,0
WBGene00012416,Y7A9A.1,56,,,,,0.257364708,1.14729078,0.391050584,0.658136617,0.294183935,0,0
WBGene00017124,E04F6.4,56,,,,,0.246101412,0.980696505,0.373540856,0.658833988,0.270157406,0,0
WBGene00013074,hmit-1.2,56,,,,,0.207515331,0.95738231,0.33463035,0.620133024,0.236548917,0,0
WBGene00018538,marg-1,57,Marginal cell is the only cell type where all these genes are prominently expressed,,,Marginal cells,0.366315748,5.807687904,0.733067729,0.499702461,0.508248042,0,0
