,Amphid socket,Anal muscle,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,Coelomocytes,Distal tip,Embryonic cells,GLR,Glia_2,Glia_3,Hypodermis head,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,Marginal cells,Mature sperm,Mitotic germ cells,Oocytes,PVD_FLP,Phasmid socket,Rectal gland,Seam cells (bus+),Seam cells (grd+),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatocytes,Syncitial pachytene spermatocytes,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,hmc,hyp4_to_hyp6,pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle),timepoints
LFQ intensity D3_2,0.0,0.06342888247607843,0.0,0.0,0.0,0.0,0.04133263440494444,0.0,0.01991182222760477,0.0,0.0,0.09170097184206873,0.0,0.02550862895426778,0.03505847410603036,0.0314665566499635,0.07999873016582473,0.007952448922295291,0.0,0.0485740465424658,0.0,0.0,0.0,0.028180251702983772,0.016499129209688053,0.0,0.013927417326979599,0.04653255480653071,0.012357547712322442,0.0,0.006897955785071246,0.0,0.015257332203607397,0.008385745876819839,0.04523103272371276,0.03018546548744558,0.019419352307451183,0.0,0.024133692634337546,0.01019507636528085,0.0,0.0,0.012518173827808806,0.014966723223661693,0.0,0.05857926596706975,0.014709346648718832,0.042069357882869494,0.04212231959531419,0.0,0.06975296978294597,0.023146092637836433,3
LFQ intensity D3_3,6.094558797367298e-05,0.05857134281689799,0.004164511567656453,0.0,0.0,0.0,0.024362173101708955,0.0,0.009791277510435029,0.0021756667292643817,0.0,0.08462365335857251,0.0,0.020533399266846296,0.018704259244412394,0.031387284792566666,0.0728728684066863,0.0029410649308959313,0.0,0.04912901556844027,0.0,0.0,0.0,0.02702082089550001,0.002222522634682044,0.025379777701554945,0.011580497588649043,0.04076134208903444,0.013523071076920393,3.4905563813715215e-06,0.008721446170951355,0.0,0.019610722803856062,0.016273668862428904,0.03778265549329278,0.038345006163148565,0.03353558702786359,0.0,0.030458132375055437,0.007157488281344256,0.03185089697050711,0.0,0.014547951076424143,0.0033085650575136972,0.0,0.0630596411543274,0.004045460996245344,0.047309808226583636,0.041476993405280445,0.0,0.06320727424428445,0.03949971626581373,3
LFQ intensity D3_4,0.0,0.056257099226697894,0.005146028879659271,0.0,0.03037261044470308,0.0,0.011999309275447914,0.0,0.011333614560445656,0.0012015541776159708,0.0,0.06689307352486559,0.0,0.0346540812512092,0.00919744200006944,0.030278691165294733,0.07851840629516262,0.0,0.0,0.0560311771906564,0.011686304093918807,0.0,0.0,0.024518355266828263,0.0,0.001203241373632819,0.010234563810148064,0.04481668493189454,0.01847801593775747,0.003179721172407476,0.010104621679335608,0.0,0.024043058122123522,0.015113184337315564,0.037996592167940824,0.03946104661217205,0.0303804814989515,0.0,0.03188260397948781,0.009591424727461112,0.018622245178762264,0.0,0.020420779280475986,0.0,0.0,0.06802575467903385,0.006185949932566993,0.046495291900578446,0.03707799594592604,0.0,0.056636414704760704,0.04196258067469259,3
LFQ intensity D3_5,0.0,0.056273271198880925,0.0062904289224422405,0.0,0.005246686858814351,0.006138651759250697,0.02045368727459091,0.0,0.005846879087617669,0.002225002205748423,0.0,0.09682462305011852,0.0,0.02104761992772611,0.016824161493622716,0.033303334990194625,0.08422252253359011,0.0,0.0,0.0584284747263504,0.0,0.0,0.0,0.025141722724875495,0.00367527254346735,0.013398240573522128,0.0,0.04322663037159237,0.030447350854365493,0.0,0.0,0.0,0.02496788450411818,0.016701844700014557,0.043654635937499214,0.03905896419478674,0.02643372565147661,0.0,0.03306801346115829,0.008531885648948759,0.006209091469191546,0.0,0.0161232192974665,0.001013243946337827,0.0,0.06845350312215642,0.009091456140709562,0.03936671169205393,0.033664226761586924,0.0011844993862993771,0.062324783107665836,0.041137749881759125,3
LFQ intensity D3_6,0.0,0.053964262897669264,0.003990282544718013,0.0,0.021984936722550384,0.0,0.032104724658886336,0.0,0.012205289025818146,0.001225455230264892,0.0,0.08601229575333247,0.0,0.025013414060982054,0.009457885673263526,0.03088098826114247,0.07724276318076188,0.003229436202338916,0.0,0.0650251690768651,0.0,0.0,0.0,0.02813923261749343,0.010473189067314686,0.008784836918802967,0.014499063518945253,0.035974088482500964,0.008570757774296577,0.0,0.008580763790346023,0.0,0.014973405000019209,0.018012521795397682,0.04299471158111372,0.025206348523475024,0.023377253589358445,0.005779029258659179,0.021021408155953176,0.008032115516546085,0.0,0.0,0.009446265077421176,0.028537666329237012,0.0,0.06462455443488756,0.016809015174588524,0.04152840606021365,0.038900633851196784,0.0010691143515143288,0.06963105558270585,0.03269766025941928,3
LFQ intensity D3_7,0.0,0.05992232261507948,0.0027928320557256436,0.0,0.032815670370419735,0.0,0.023282656534460756,0.0,0.012534490707078103,0.0011949663438810018,0.0,0.06652631482632775,0.02346166064012108,0.02640710158122635,0.010709418005029628,0.03011268035460768,0.0780879086817831,0.0,0.0,0.0557239716678552,0.012434715004978687,0.0,0.0,0.023561850875115954,0.007904143702545802,0.0,0.009045416780163164,0.040285896268417325,0.01220309358497618,0.0,0.012199527908336245,0.0,0.015204384557593676,0.016430319997202597,0.03821303080491319,0.036771363992555296,0.031855441517212764,0.0,0.030767816121655547,0.007505066478519671,0.0029234960567183065,0.0,0.015640037325820907,0.0,0.0,0.06877981475896018,0.012598540954163143,0.04366674011750138,0.03730984494883985,0.0,0.06006953129614772,0.04105793256406694,3
LFQ intensity D3_8,0.00027815813952917915,0.05180667883864668,0.005671487427761931,0.0,0.028637733400991055,0.0,0.0355200491240827,0.0,0.01789960405252662,0.0019125431081104774,0.0,0.08526293809649992,0.0014743263232426288,0.02805150047727977,0.010949961227852117,0.031142140527262583,0.07698347639610156,0.0,0.0,0.05762900332955611,0.0,0.0,0.0,0.030478272133896023,0.0012087269327923087,0.027248127758648568,0.005922137119390643,0.04141222735574223,0.01596460194838344,0.0,0.010587686925641797,0.0,0.000423222545769496,0.017342640714347546,0.04051244847177541,0.02961849550337159,0.028437539216810685,0.0,0.025486319116605902,0.010296949721479792,0.008055174179821786,0.0,0.015019190087136832,0.0017261523728149051,0.0,0.06424481205169791,0.00680569541418494,0.042309841639325343,0.03928327225856261,0.0,0.06591077789135612,0.038486088171000785,3
LFQ intensity D3_9,0.0,0.06382539750658531,0.005919529250682898,0.0,0.011169566506412616,0.0,0.018745366342669656,0.0,0.016617081193115904,0.0032042178261767395,0.0,0.07507601119754659,0.0,0.03219171548702655,0.014810205712028247,0.032928736314963944,0.09324349228383676,0.0,0.0,0.060935125929185346,0.0,0.0,0.0,0.02175435097999331,0.0,0.026765189409928888,0.009363583711746207,0.03110866022574164,0.008437562323086744,0.0,0.009149762496067278,0.0,0.01596630589712074,0.016810795216747824,0.048476543435370646,0.015913750514270627,0.031069922973110536,0.0,0.026338419731922236,0.013715792332255644,0.008318757692656956,0.0,0.017384863899301786,0.0017131983747382456,0.0,0.07355693110063925,0.01050643833005863,0.043310481534841946,0.03701958598784989,0.0,0.05775121471872349,0.04690144356359682,3
LFQ intensity D4_1,0.010155835668740053,0.05184789828607427,0.006466501997424891,0.0,0.02654714330046115,0.0,0.019714720692255834,0.0,0.008861159453729764,0.001164285010266101,0.0,0.08243718233724127,0.0,0.014898016516742637,0.0041277962934027955,0.03119127725454443,0.06924815950576499,0.019772042718637337,0.0,0.04461941500413469,0.0,0.0,0.0,0.031063292284457932,0.0,0.008008411212505603,0.009515689740243837,0.03493268890158249,0.013019766780877401,0.0002509386191054117,0.009098162368946885,0.0,0.028908495645886875,0.012849763951319688,0.04321468002325812,0.0265372130757599,0.027989167547247635,0.0,0.0274063343227475,0.011854426476792673,0.03959509791805968,0.0,0.01934981356918817,0.0,0.0,0.06243082103825924,0.014855143869001835,0.044027993236532004,0.040556694261664375,0.0,0.06752723962052447,0.0359567314966179,4
LFQ intensity D4_10,0.0,0.06094088723263598,0.008345317011004327,0.0,0.021645955276159583,0.0,0.01758950412058673,0.0,0.013491581373234437,0.0029927463801608257,0.0,0.08614429703660897,0.0,0.022187767995749,0.027238554552821086,0.031744855037865505,0.06407132594854054,0.009477446251550265,0.0,0.05374054169191726,0.0,0.0,0.0,0.029620034098322992,0.0,0.0,0.005570120221285637,0.03534388377271975,0.01570870004547401,0.0012522860916900193,0.004408114548158216,0.0,0.02617792916252195,0.017562801383296273,0.051465298951906664,0.027472767741965817,0.03278798651218514,0.0,0.02799582515015983,0.014025644750991094,0.0,0.012600754123307698,0.013818076612616697,0.0,0.0,0.0497744765064043,0.017935004469292852,0.042094957046396805,0.040856092441803354,0.0,0.06998031978062902,0.04393814668003735,4
LFQ intensity D4_11,0.000325365761327481,0.06230362916477701,0.010351443426863935,0.0,0.016610975976833125,0.005517676318158316,0.010210117999539933,0.0,0.0015525905096271002,0.00906845925255172,0.0,0.0897175227017121,0.000390077869616449,0.019589894492122638,0.022521989439277707,0.028716868483563016,0.07978794910766072,0.021739156800514463,0.0,0.04791329685224023,0.0,0.0,0.0,0.03297594475405584,0.0,0.0,0.008921580215894362,0.03874086200024343,0.007536270690241617,0.0,0.013813589472126039,0.0,0.013574720414335469,0.01765763708905838,0.05015654254630507,0.031100167976279076,0.030709216501933506,0.0,0.02635652238150857,0.010698445651052303,0.0,0.0,0.01737764218851272,0.0,0.0,0.05786298585181205,0.009462448260479333,0.053447593190916215,0.04608175028041223,0.0,0.07355825085284286,0.033650815525605116,4
LFQ intensity D4_12,0.0018049102630070398,0.05386044671463301,0.007303546844668899,0.0,0.0422555506846104,0.008105432517827544,0.019175862696610976,0.0,0.008970506773213194,0.009721286853286137,0.0,0.08080898067663014,0.004268402117569031,0.01859027882999652,0.016968918842662634,0.02805495839539609,0.06284813722262841,0.003982967534847103,0.0,0.04809842719853224,0.0,0.0,0.0,0.029947073727331592,0.0,0.007442711258313071,0.005902502498745005,0.035756007580477145,0.019539242800775857,0.0011439195514941895,0.01675294761459236,0.0,0.027241987268430554,0.014978537937851097,0.041801936646299255,0.034998418755161534,0.03368874950124105,0.0,0.029198227677188257,0.009739237968085578,0.0,0.0,0.018318260074600287,0.015630715799708025,0.0,0.045626410299785446,0.011050516441226895,0.04638885099299944,0.03911788041619337,0.0,0.06253006631261461,0.03838718471076595,4
LFQ intensity D4_2,0.0013312560989367317,0.06287929548402203,0.0028111564605135322,0.0,0.028451241864939286,0.0,0.022028602604384166,0.0,0.00978188097646636,0.0022115603857425434,0.0,0.09088040718747442,0.0,0.029410893076137548,0.017551647242861627,0.009859108340452012,0.062157469405112,0.00978059904819112,0.0,0.047284984022123874,0.0,0.0,0.0,0.029164532282605512,0.0,0.010525494852880714,0.007885570561661863,0.0363808257685021,0.013215351485768896,0.0,0.007752554484038933,0.0,0.025172530585818503,0.01724395585125157,0.05029223111138628,0.026716913062127794,0.038112989024300846,0.0,0.025256541804435453,0.009295183569402468,0.005800791839010409,0.0,0.019525447572212713,0.0,0.0,0.0644959340474964,0.007580980167971203,0.04979041175642939,0.041970100344881245,0.0,0.07294054520128786,0.04446101242917262,4
LFQ intensity D4_3,9.079514305961055e-05,0.05531648941055846,0.007857849401240983,0.0,0.02644207604742678,0.0,0.02081376021316348,0.0,0.015888280499857004,0.0,0.0,0.07071003085206215,0.003998044941699576,0.016034235311867907,0.02490179714708541,0.02623917385493846,0.06675162579665377,0.005548805008747178,0.0,0.04261811633633509,0.0003750593534005834,0.0,0.0,0.03233422145208909,0.0,0.0007968124677121491,0.011175364701338675,0.03927322532755194,0.011709729855347939,0.0,0.013684290406473188,0.0,0.02100417885175564,0.015608433742311635,0.044029803292942545,0.036736640097648716,0.031066062381579326,0.0,0.03163357130815707,0.009606553822125455,0.034795208565313596,0.0,0.017465665307012268,0.0,0.0,0.06526942822717907,0.01181192045643052,0.044937634523380905,0.04141827684546675,0.0,0.06906877412116395,0.032988064928923234,4
LFQ intensity D4_4,0.0,0.061583357372944916,0.003614724152467089,0.0,0.024439823577355392,0.0,0.027896322155411338,0.0,0.011111364258224695,0.0,0.0,0.09507938481335808,0.01024807901275375,0.02289745741641589,0.015078163052462547,0.031784089509735,0.06126815175124564,0.004508322854376419,0.0,0.052905070417383696,0.0,0.0,0.0,0.02581836852505005,0.0,0.0,0.005756405739243268,0.0397957224581419,0.016879369273730956,0.002067219187982865,0.0036182752177483825,0.0,0.009622073061228809,0.01780953816931526,0.047180643001580716,0.035134408728240925,0.03481440185721922,0.0,0.03175402016651624,0.009363740189610085,0.0,0.009233569062101396,0.025780349154256248,0.0,0.0,0.06329108786041876,0.009939068324891151,0.04663302953484951,0.03584601324546522,0.0,0.06822165293610102,0.03902673396217344,4
LFQ intensity D4_5,0.0,0.05791984855459587,0.004432957762810323,0.0,0.026035465251627043,0.004767428130154584,0.02301562148189645,0.0,0.016789163799558558,0.000370533642208708,0.0,0.0833645737822389,0.008022688147430785,0.022090305142531432,0.018849600397057475,0.030485003726231055,0.06856016146385609,0.0065118939928577625,0.0,0.05091754085539368,0.0,0.0,0.0,0.02744777376170617,0.0,0.0009862869250313819,0.009062085415915112,0.040227116412153534,0.012510475789457279,0.0,0.008470733316904849,0.0,0.02528974483056204,0.016405394618905736,0.04845757268387667,0.035645703598467283,0.03142150121057307,0.0,0.025996184537812335,0.005960125146056575,0.0,0.00415547206693743,0.019823712370068552,0.0,0.0,0.0662921677441878,0.012868521077179534,0.04179039463354264,0.03864506849562621,0.0,0.06930953833640598,0.03710164089818101,4
LFQ intensity D4_6,0.0,0.060022373512174314,0.006308947719830168,0.0,0.020502899162336552,0.0,0.004994143362730372,0.0,0.01079694199919169,0.0006806431275837251,0.0,0.08406754766260968,0.007333972460368841,0.02188011106214211,0.01538171618386077,0.030631501132561047,0.06381298288723879,0.00892598129746718,0.0,0.04325030536305318,0.004947814811484082,0.0,0.0,0.03424349104649486,0.0,0.0011148645762408798,0.008138964098589637,0.04050828742651578,0.012348146040491122,0.0,0.004390340516013869,0.0,0.025132224548432884,0.011426181997917744,0.044514020342793274,0.04134934702421104,0.029520476511927456,0.0,0.029586443565404692,0.008512930370788407,0.036095157682874975,0.0,0.020390286458468722,0.0,0.0,0.06421792872751489,0.010065350133082445,0.04971869224981574,0.04191838022942845,0.0004336230924422143,0.07130443416082281,0.03153254745509563,4
LFQ intensity D4_7,0.00232975712016178,0.05456675905958221,0.012202398461127927,0.0,0.015496258919041063,0.0,0.026837311971084066,0.0,0.011615745486096363,0.0001532645244916871,0.0,0.09181354558595804,0.0,0.01864681675614635,0.026465291479939416,0.0,0.08504368981899367,0.008312668023899046,0.0,0.024891732886471295,0.0,0.0,0.0,0.024732476526277213,0.0,0.0,0.007085890828351591,0.04424600328334028,0.016516874703081132,0.0,0.016079748193538256,0.0,0.011180150607048293,0.01979883334034991,0.053369059932740055,0.03519347298031673,0.03062759564179259,0.010874399530515999,0.024720064147144435,0.004328361399849343,0.009913411785528908,0.0,0.023064606360794302,0.0,0.0,0.0673692589818906,0.025760641987340866,0.04348996132082381,0.04214419380050733,0.0006372298945986533,0.0769085678070673,0.033583956854109406,4
LFQ intensity D4_8,0.00044054754250415294,0.0610930380431427,0.008348602149568693,0.0,0.0,0.005996874524018672,0.019493778543067497,0.0,0.008545438627742923,0.0032638543060652743,0.0,0.08680815909279659,0.0,0.026992072685189748,0.0032973817341143776,0.03354160161549371,0.07663154934410521,0.0,0.0,0.033209889307709524,0.0,0.0,0.0,0.03015708810505717,0.0,0.0,0.0016782262525480093,0.04802335130409872,0.0289305703493546,0.004386798086886736,0.0,0.0,0.009064133967713375,0.012768423236154052,0.05068940101018554,0.035455355763155706,0.03619248121751547,0.004089878609873498,0.029447994809091535,0.003954796711673409,0.0,0.015354500287710116,0.01735464915551179,0.011898012470486516,0.0,0.07320316178638982,0.0212199962423936,0.044210365945568174,0.03835672900454017,0.0,0.07438096649153332,0.04152033167703952,4
LFQ intensity D4_9,0.001065859081610766,0.05950773867421527,0.010176683454412954,0.0,0.00690446878705877,0.0,0.03243972315810223,0.0,0.0160800351456393,0.0012212757315654338,0.0,0.08122184233885157,0.0,0.02711912371595591,0.0,0.030775666543067917,0.07463370555627118,0.008205718934889016,0.0,0.041481599839947945,0.0,0.0,0.0,0.027012614857908204,0.0,0.0,0.009148488924245336,0.041182953599120234,0.013342167531763103,5.687319712823448e-05,0.007643972264201923,0.0,0.012091645602611516,0.017303227704039387,0.048750427181668825,0.040067290979857964,0.03485983476397429,0.0026146157723254404,0.023085310387746763,0.004760951212933739,0.025875715525701726,0.0,0.016313867574628643,0.009577384590797974,0.0,0.05047926122460623,0.03223429960897915,0.04491250500527723,0.04134210836323025,0.0,0.06639645061324043,0.04011459255242518,4
LFQ intensity D5_1,0.0005290367864471701,0.06044787109935933,0.007556476435795177,0.0,0.004721716094444937,0.003185907128988713,0.019085236997402256,0.0,0.009801722648100657,0.001489690373261147,0.0,0.07785120833845902,0.006940473872518593,0.010485099578872415,0.016566269435387918,0.02903705022808163,0.053130460973339455,0.014404164901442394,0.0,0.04166729289983986,0.0,0.0,0.0,0.03403097264704339,0.0,0.0,0.0,0.04225017691292927,0.025488555713394367,0.0,0.012003459886481369,0.0,0.021567247949046155,0.0155517174917619,0.04606098336734088,0.041642633850192075,0.03856844050270303,0.0,0.034362409375024015,0.012990453795548152,0.047567536519973995,0.0,0.023893736326327037,0.0,0.0,0.03476251968522705,0.010662522564642295,0.05121441778950072,0.039170971254303404,0.0,0.07221845614389541,0.039093110432924946,5
LFQ intensity D5_10,0.002070599415392756,0.056265929872229316,0.011355010475272216,0.0,0.013350994288285673,0.0071582127046566565,0.012283824760925335,0.0,0.012136507397080776,0.008126944426727024,0.0,0.08450958009917574,0.002960038133151399,0.015722274342742048,0.0,0.029060018104712582,0.056305684195466506,0.020806654882497853,0.0,0.056818276431449294,0.017023241908348998,0.0026834240967859666,0.0,0.024664879002570982,0.0,0.0,0.0,0.040537700844595626,0.025022858364624787,0.0018553682159487136,0.009423146147639418,0.0,0.018167501451199313,0.018986381846966664,0.04914414957378519,0.04072105920839597,0.029788796462801425,0.0,0.03282172567536155,0.00887669177879497,0.04403443933696815,0.0,0.024502385069087793,0.001970407996639178,0.0,0.03357918942105312,0.002846276851126262,0.04563279884805813,0.039848496287177536,0.0,0.06850007186327056,0.03043846021903443,5
LFQ intensity D5_11,0.007493721752253356,0.06057015175750075,0.008555450728863977,0.0,0.0,0.005681323147395135,0.027627071799215044,0.0,0.011487066694500296,0.0218761352114685,0.0,0.079092229479176,0.0,0.015047026061496882,0.0,0.03509152850363467,0.06435159893002373,0.0240085159511566,0.0,0.04987888393238351,0.0,0.0021481322910220013,0.0,0.026134029580693725,0.0,0.0,0.0,0.04212912344136616,0.0236119217299379,0.0,0.014949732131025269,0.0,0.010760486664502826,0.010193658947403978,0.04909716957061591,0.028980555552482534,0.03206759844058905,0.0,0.0338710630993909,0.015892805195083275,0.025066771381803906,0.0,0.026422358407372094,0.0,0.0,0.048927381891060856,0.0,0.046501517417865235,0.04699538983843908,0.0,0.06966868091454945,0.035820919555727415,5
LFQ intensity D5_12,0.004066195375683412,0.06556496747452177,0.012461171707571685,0.0,0.01730607239358035,0.0,0.02022251842961399,0.0,0.006676740853691413,0.017829911696049604,0.0,0.0844115656652207,0.0,0.006066802493298163,0.007123471082034981,0.027675219000660268,0.06301020525194455,0.01678760890019622,0.0,0.0408254145273443,0.0,0.003245620070106375,0.0,0.03270543646409683,0.0,0.0,0.001550814081050386,0.046135014547914056,0.025470496276896848,0.0017294901994231889,0.01134465323315196,0.0,0.005235731519072665,0.01672172837115369,0.057002730165295896,0.043861536227967284,0.031289828482806196,0.0,0.034674713939767836,0.011478217550131647,0.0,0.0,0.024621380449891882,0.029138314636413486,0.0,0.030775884385622242,0.0023940251906679443,0.06081221703176207,0.028384011685965355,0.0,0.08070887593477899,0.03069141470465193,5
LFQ intensity D5_2,0.0,0.0628703631204577,0.009631964502958182,0.0,0.0,0.0,0.03266767192699223,0.0,0.0084563829555845,0.004569489634289167,0.0,0.08802709330803878,0.0,0.007525727642888701,0.014764228697917367,0.03921199183729388,0.05659279170370462,0.004295936667817949,0.0,0.043757863172909923,0.0,0.0027582946476057938,0.0,0.03169042290863141,0.0,0.0,0.0,0.0410977839303676,0.026682770533409995,0.0,0.009103893154988552,0.0,0.021060868337560226,0.012087323756251439,0.05106222964246385,0.037273856760886216,0.0363497048457726,0.0,0.030504742869922975,0.00916516730042774,0.03506305799453169,0.007775549717003125,0.02627334366995644,0.0,0.0,0.04444362467356192,0.0,0.043906212424996746,0.044725497341111024,0.0,0.07946281791072334,0.037141332408974354,5
LFQ intensity D5_3,0.001607627486842336,0.06521920193209502,0.010421659816043049,0.0,0.028510668881175455,0.005417485802225196,0.014871112183602632,0.0,0.010056952560748225,0.014844700507878268,0.0,0.08385432050745051,0.0033564760644042907,0.0028515570243926613,0.01785301199650725,0.03502322374577598,0.05365570918668075,0.01705329908224553,0.0,0.03474829348824498,0.0,0.002069898234589732,0.0,0.025135261127147427,0.0,0.0,0.0,0.04126389926654807,0.02238584325665942,0.0,0.014414372757911178,0.0,0.0,0.013119391278704323,0.047491681164074234,0.039245371161159545,0.03585522622056776,0.0,0.030764381551432227,0.010322969826117225,0.04122929523038026,0.0,0.025314218183536037,0.0,0.0,0.04375578872400469,0.003988964735184658,0.04913306766204062,0.04240837501552827,0.0,0.07380291702240929,0.038953777315692904,5
LFQ intensity D5_4,0.0019470751742374393,0.05408095039896187,0.010439846125702062,0.0,0.008127517174774324,0.012606784540306719,0.024293109872654175,0.0,0.009632847995526616,0.004746732500280463,0.0,0.08526168745881993,0.010996893827167328,0.009329846798122036,0.01709470060589901,0.028459705979971748,0.052045389729415206,0.026007779848882372,0.0,0.046497563251127555,0.0008364641140944935,0.001996811481420756,0.0,0.02376893691022065,0.0,0.0,0.0,0.03752368913142116,0.023600225076264896,0.0006508498413946604,0.0026791490718785504,0.0,0.027228647610543364,0.019431270713911118,0.04638365506405519,0.037667362246337405,0.030529445952064617,0.0,0.03356467810702481,0.010959058835611246,0.046621750243790706,0.0,0.022486486458804356,0.0,0.0,0.03702505108143964,0.005666801195590098,0.048729597281011096,0.04111967303693643,0.0,0.07000581086646361,0.029956154397872352,5
LFQ intensity D5_5,0.006349560403444477,0.060447585224006894,0.008438625015650358,0.0,0.017306550805439642,0.0,0.01727576656844854,0.0,0.007356282610444263,0.0,0.0,0.0859794773795168,0.015464928550194568,0.009364264077786372,0.016545200567398107,0.031823314829234756,0.058332647448000166,0.009396184593275387,0.0,0.047953567587149096,0.0,0.0,0.0,0.026715033985891503,0.0,0.0,0.0,0.04566600003839324,0.026676663939921453,0.0,0.002995793577377206,0.0,0.015578424454317234,0.014951419076881684,0.06526996313399837,0.0396004247587758,0.02968156213894569,0.0,0.0332628238493182,0.01110246445981717,0.008458253975817088,0.0,0.023761450826742,0.0,0.0,0.061919693391883725,0.01654473552841687,0.0676383481190216,0.011890745830597545,0.00044543069711133895,0.07621811654043932,0.029588696016343553,5
LFQ intensity D5_6,0.0018228461422463338,0.05817519206130299,0.010485246114368619,0.0,0.016824651281061826,0.0,0.009041353682375915,0.0,0.002963670287189778,0.012772348814219714,0.0,0.08840211049182321,0.0,0.012461161312591567,0.01312726271490481,0.030937197170509058,0.05483183812873346,0.015801737832862768,0.0,0.06248091467202133,0.0,0.0,0.0,0.027677698506561463,0.0,0.0,0.0,0.04435169771230285,0.026309460111520633,0.0,0.01124402984451143,0.0,0.03125587793663072,0.01708598868991986,0.05549554838431626,0.041819996424485265,0.03567046047680613,0.0,0.034627585598550725,0.010010862202691423,0.0,0.0,0.01876557975275836,0.012820014371875925,0.0,0.04616961331074587,0.008019672198647652,0.05489266088276332,0.020937308493531776,0.0,0.07630639309346977,0.03641202130169938,5
LFQ intensity D5_7,0.001634271516603502,0.06501628693487271,0.009815662132566329,0.0,0.0050063641820593495,0.0,0.027708301550111177,0.0,0.009415300508217794,0.0029958635695488014,0.0,0.08591048926059383,0.014548389096300657,0.004516670580791038,0.0239619349852217,0.0332024547961983,0.061635735130114874,0.007602249552880015,0.0,0.045895583423216854,0.0,0.002160139110703966,0.0,0.033548698396181874,0.0,0.0035890376309402226,0.0,0.04269245736617718,0.02640954513021144,0.002164143008951053,0.009983322720909722,0.0,0.0,0.014293814997430546,0.04999887434982947,0.041311081802378614,0.036126743996699,0.0,0.03163348790746247,0.009070340292064747,0.0,0.0,0.0277847353206602,0.008815847196343242,0.0,0.047919068302992696,0.0026549076740008263,0.04829985912725073,0.048567633615582445,0.0,0.07361408324884507,0.040496621585087454,5
LFQ intensity D5_8,0.0036453612392894036,0.0660226694201255,0.0021220723529246288,0.0,0.004928594144978888,0.0019470631603976474,0.02342171515314216,0.0,0.009848925606010186,0.01087847547473953,0.0,0.08720034250804806,0.0,0.00756445054095934,0.009083771311428542,0.04493370756379075,0.05649405030055797,0.01791956593159697,0.0,0.04131801439446332,0.0,0.002126583002392785,0.0,0.03887714936028112,0.0,0.0,0.0,0.042952360679053225,0.025782170080273684,0.0,0.005112497892951341,0.0,0.01714778089184346,0.014175414037260395,0.047759216305250644,0.04089381536644112,0.035255344945055604,0.0,0.03408826438861092,0.008197889003842341,0.027668909395466568,0.0,0.025511397524571804,0.0,0.0,0.04624815999278142,0.0010688416476413555,0.04738851181028871,0.045832086973844194,0.0,0.06929354136911654,0.037291286230579826,5
LFQ intensity D5_9,0.0018512102768885755,0.057195510746175356,0.013288762443590297,0.0,0.01680734371691915,0.007573944198182192,0.016142725277990367,0.0,0.0068550728384478374,0.006178007984642784,0.0,0.09202565732626883,0.0,0.030047114579263855,0.0,0.030905371992353624,0.06752351428261852,0.01939965815527283,0.0,0.042956122007882944,0.0,0.006575165001588277,0.0,0.03353140341496309,0.0,0.0,0.0,0.0425943265911665,0.02838598293119755,0.0013343614209603786,0.014179475198701443,0.0,0.01701245341212069,0.021217666407211958,0.054573610476070025,0.04120172460735136,0.03207473364922397,0.0,0.03205584550014137,0.009555784822895952,0.0,0.008039270595314804,0.02522704343958597,0.0,0.0,0.036691406758660686,0.0,0.053171238120116995,0.030670679321579807,0.0,0.06890235935739532,0.034255453147257,5
LFQ intensity D6_1,0.0038498463613373963,0.06180871399423744,0.01357695144704057,0.0,0.005267926658142625,0.008529433952942235,0.023205020949286104,0.0,0.00951340027653844,0.018633641158333474,0.0,0.08075267069137812,0.0,0.004287624760261841,0.010510026432266483,0.030688555897292264,0.05867146033486691,0.02175947565087317,0.0,0.04481524645359712,0.0,0.0007431169039240934,0.0,0.032172963305197595,0.0,0.0,0.0,0.045728788691419456,0.032439714599498924,0.0031194892104999326,0.011791242762490016,0.0,0.021535634003699452,0.017530084705968056,0.053292567246260455,0.04424400760222947,0.028134376681877366,0.0,0.03562795336210449,0.013024433054792641,0.0,0.0,0.02535988819358993,0.011164658231699362,0.0,0.033279632146856857,0.0016634786746541259,0.04886750154572726,0.04469994846867364,0.0,0.06830605286393118,0.031404472726511375,6
