,ADF,ADL,AFD,AIB,AIZ,ASE,ASH,AVA,AVB,AVE,AVJ,AVM,AWB,AWC,Amphid sheath,Amphid socket,Anal muscle,Apoptotic germ cells,Arcade cells,BAG,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DB_VB,DVB,Distal tip,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I1,I2,I4,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,M2,M3,M4,M5,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PHC,PLM_ALM,PLN,PVD_FLP,PVM,PVN,PVP,PVR,PVT,Phasmid sheath,Phasmid socket,RIA,RIC,RIF,RIH,RIM,RIV,RMD,RMD_LR,RME,RMF,Rectal gland,SAA,SAB,SIA,SIB,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URX_AQR_PQR,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VD_DD,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle),timepoints
LFQ intensity D2_5,0.0,0.00036336743376643777,0.011105829889392899,0.008587368215904553,0.00533251835313381,0.0,0.01785534409319199,0.0,0.014432317152921335,0.0,0.009426212298667875,0.0,0.005332518353133809,0.02092930182354794,0.0,0.0,0.038891546916276595,0.01765121079356738,0.0,0.0,0.005043181322277509,0.0,0.029617684100252478,0.00934563081797385,0.0042055457205744445,0.013854817939968298,0.0,0.0,0.0,0.014856163808847049,0.0,0.0,0.005586460423939933,0.002418136947404782,0.003452394035345326,0.03162857519424485,0.0,0.0,0.0018879950580565988,0.009422517898364244,0.026997754838349756,0.002363732641399299,0.0,0.017744749877617736,0.0,0.0,0.026587224144166952,0.014840616953572007,0.01891720746945965,0.053544177232899705,0.0,0.0,0.0,0.0,0.0,0.0,0.02615296657258445,0.026781890439875236,0.0,0.0005528046071845476,0.0005528046071845477,0.004158576888544753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014389808985206776,0.0,0.008979870586475699,0.0,0.0,0.0,0.008029200879990997,0.008587368215904547,1.6365512791161848e-19,0.0004469397177345558,0.0,0.0,0.006787226245877574,0.0,0.006787226245877574,0.011765920807840642,0.0,0.0,0.004574989148536825,0.0,0.027363374597895142,0.022500254005581238,0.012131278194150066,0.008474104354740181,0.028339159093287773,0.012873945194587462,0.002946461977508733,0.007487341042092724,0.0,0.0,0.023997493668499063,0.0,0.008153499835449149,0.03149411624175889,0.025422325750987983,0.012181685532564096,0.0,0.01813497703501724,0.003929584137080814,0.012661755652294453,0.0,0.013509958515177684,0.0,0.0,0.0,0.004160647256380056,0.0,0.0,0.00198606895711203,0.0004801681853628062,0.0,0.0,0.05192768197989497,0.004142132558681162,0.024517702208382054,0.018165385590716735,0.0026394631089971697,0.03374950085388579,0.015860238774876714,2
LFQ intensity D2_6,0.0,0.0,0.009564332700970382,0.008978624995649463,0.006290268525576501,0.0,0.024392352569058962,0.0,0.011546461331992051,0.0012657672647571443,0.008291620899982952,0.0,0.006290268525576499,0.02292507552711252,0.0,0.00106896258590576,0.038437635260264384,0.011550951820627504,0.0,0.0,0.006866338056090677,0.0,0.010107454971214224,0.010421442480700347,0.0,0.007236060944468499,0.0,0.0,0.0,0.01300502287431332,0.0,0.0,0.0,0.0031042195514689726,0.007217726819808552,0.0259329581718853,0.0,0.0,0.006109670355143025,0.009017515048422822,0.03448920332716578,0.0,0.0,0.016479091898581568,0.0,0.0,0.021808793071394668,0.01787143128484035,0.0,0.05307740918961508,0.0,0.0,0.0,0.0,0.0,0.0,0.026962485385526237,0.02863678653248995,0.0,0.0016081548058138595,0.001608154805813859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02154160069523623,0.0,0.009373029362769536,0.0,0.0,0.0,0.004612278135813194,0.008978624995649456,0.0,0.0007933257068888576,6.852129515525233e-20,0.0,0.004910601213788754,0.0,0.004910601213788753,0.015959087779655913,0.0,0.0,0.0016731860124431326,0.0,0.028351634259105373,0.028762411494898502,0.016117325146628874,0.0025586874283753678,0.026961738424415592,0.013040571880494957,0.0,0.025573778706685223,0.0,0.0,0.011635826271751427,0.0,0.011693941810829476,0.03720509065924222,0.025620872162217603,0.01996683215591501,0.0,0.017563625715382142,0.0037022382728138415,0.018468343205605895,0.0,0.01035942680187214,0.0,0.0,0.0,0.0,0.014732900430017319,0.0,0.006997525205039007,0.0,0.0,0.0,0.04430427456633581,0.009821584540642867,0.03744775906314509,0.0,0.0,0.04409881663912465,0.02010021846119652,2
LFQ intensity D2_7,0.0,0.0,0.019281114586617704,0.009011094981680118,0.0039131494997002424,0.0,0.022702087056334835,0.0,0.0120442946837868,1.349774344624538e-20,0.005992318693677824,0.0,0.0039131494997002424,0.02077542539134766,1.349774344624538e-20,0.0,0.03605436227547255,0.01579080665440489,0.0,0.0,0.004801161482105555,0.0,0.009955141229220428,0.009249567335949995,0.0,0.013776724593295106,0.0,0.0,0.0,0.014423589042393457,0.0,0.0,0.0,0.008772008931144272,0.006316088639063676,0.024580934618841824,0.0,0.0,0.001954496537943594,0.00777608528008627,0.034059322701815546,0.0,0.0,0.014870631363490332,0.0,0.0,0.024368336326845395,0.014533093051517405,0.020435754141132804,0.05539466482363709,0.0,0.0,0.0,0.0,0.0003782718803055565,0.0,0.023725417744728215,0.026077811666956562,0.0,0.0007261897498475816,0.0007261897498475817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020428241855268318,0.0,0.009399552512368632,0.0,0.0,0.0,0.005650659491138592,0.009011094981680115,1.0798194756996304e-19,0.0009466100787110615,0.0,1.349774344624538e-20,0.007444273662142038,0.0,0.007444273662142036,0.01759282002764366,0.0,0.0,0.002312532206988246,0.0,0.02127133287389796,0.03727465671967044,0.015850216703876614,0.005730041250593195,0.03185158385701621,0.01207316350271917,0.0,0.016321631786533994,0.0,0.0,0.016843352219336603,0.0,0.011608945861984604,0.02535449788114346,0.026707891047466823,0.01793965875530213,0.0,0.019530719546834316,0.0048716395468421944,0.0,0.0,0.0028449657131615013,0.0,0.0,0.0,0.0,0.012259903637242059,0.0,0.005967382918904186,0.0,0.0,0.0,0.05061934340559964,0.006788072334509768,0.02906846152357802,0.01870740030408434,0.0023726526270313247,0.04230389888880423,0.01922924440289342,2
LFQ intensity D2_8,0.0,0.0,0.016004226532290722,0.0073248873688720635,0.00520997401694227,0.0,0.01201720719363797,0.0,0.013105621636087068,9.971218248831406e-20,0.007856921330098866,0.0,0.005209974016942268,0.020980682997964396,0.0,0.0,0.038404610194832586,0.01670024118394601,0.0,0.0,0.004327018798423913,0.0,0.010505976825980265,0.009761362279482632,0.0017887235090749646,0.014471136284155774,0.0,0.0,0.0,0.022861907186209198,0.0,0.0,0.0,0.0,0.01249666839836941,0.029418752687024496,0.0,0.0,0.001971980715107986,0.010476260858907982,0.03427168806679265,0.0,0.0,0.01436585914983362,0.0,0.0,0.028043900711239276,0.007747173731677441,0.021566500613571314,0.05919391746242268,0.0,0.0,0.0,0.0,0.0,0.0,0.02170128993295934,0.02634678438207371,0.0,0.0017833908399763029,0.0017833908399763035,0.0034835723755725404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018579700605023727,0.0,0.007734882975577386,0.0,0.0,0.0,0.005476149922824874,0.007324887368872058,1.7093516997996697e-19,0.007214274353094179,0.0,9.971218248831406e-20,0.008234655130721627,0.0,0.008234655130721627,0.018566261920177646,0.0,0.0,0.002831109145155225,0.0,0.020749170682541614,0.02350932828079305,0.014681513215867258,0.0030888697303231975,0.029026550454405085,0.01738326598075504,0.0,0.016157895431273172,0.0,0.0,0.006961109681134946,0.0,0.012951008070508675,0.02664422930675318,0.025726885051849713,0.020392697987237765,0.0,0.020086378246932282,0.004716862662628584,0.0,0.0,0.010767883529619418,0.0,0.0,0.0,0.005157218905261696,0.0,0.0,0.0058955684181327345,0.0008668987706075243,0.0,0.0,0.05347450262559768,0.006286844935870677,0.028960579043892293,0.018758217232879442,0.0017757533665316572,0.041808092061522265,0.018794497654466617,2
LFQ intensity D2_9,0.0,0.0,0.011726250068719883,0.008905546618869697,0.005991818661452659,0.0,0.02356049412579555,0.0,0.014507322299738171,0.0003606022796395146,0.008069453174790792,0.0,0.005991818661452659,0.021629149551838277,0.0,0.0,0.040216558661105226,0.016371621346065884,0.0,0.0,0.008354803464898157,0.0,0.0,0.010262334968986937,0.0,0.01099454694076781,0.0,0.0,0.0,0.017133852629295176,0.0,0.00014694964375792414,0.0001487561022130653,0.0005396568680824215,0.01353828416402422,0.027166630681706546,0.0,0.0,0.005079930279566279,0.009346603853126606,0.03817208450844584,0.0017753400287829626,0.0,0.01772425152451281,0.0,0.0,0.02472518945523229,0.013891214118517868,0.009813339225069526,0.053033603834266564,0.0,0.0,0.0,0.0,0.0,0.0,0.023468247102937073,0.026853105309215655,0.0,0.0005487876934624838,0.0005487876934624836,0.0034557872370781432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016649262667459194,0.0,0.00931223904694424,0.0,0.0,0.0,0.01154690735445265,0.008905546618869692,0.0,0.00047069911298765324,1.9783374678282015e-19,0.0,0.009277597095634985,0.0,0.009277597095634983,0.01841817653449922,0.0,0.0,0.00429845628640432,0.0,0.02094033617148406,0.03670756527558148,0.013222976492788972,0.005706923165049935,0.032050329201348024,0.014013663024615076,0.0019163680767977757,0.0026449309028279766,0.0,0.0,0.025856502580625912,0.0,0.012268437896329752,0.02949588015196476,0.020923565036438413,0.016452094616876422,0.010747952442418588,0.014720403417850336,0.0,0.005598561310110775,0.0,0.005691215403175385,0.0,0.0,0.0,0.004494992268042828,0.0,0.0,0.007431631679898369,0.01947648214485987,0.0,0.0,0.03450688640090685,0.005961733510003252,0.024002671411802866,0.020405954496931066,0.0,0.0341360876726648,0.018416650658842203,2
LFQ intensity D3_1,0.0,0.0,0.01150593671154358,0.00764050266747678,0.004863547250314564,0.0,0.019721373194957897,0.0,0.014206647788569346,1.4215476370367643e-20,0.006474264735334547,0.0,0.004863547250314564,0.02314913760875565,0.0,0.0,0.03978983485622951,0.017028915787854006,0.0,0.0,0.005482261023476189,0.0,0.0,0.009741406511685983,0.0,0.011446144083338402,0.0,0.0,0.0,0.010732596179968393,0.0,0.0,0.00014964557091420345,0.0,0.003656822104422701,0.02000936794013698,0.0,0.0,0.0056256696377742724,0.011581945252337269,0.0526314181758708,0.0,0.0,0.01576275795158948,0.0,0.0,0.02155422708783354,0.009626921766996024,0.02152241085784783,0.06320841384214261,0.0,0.0,0.0,0.0,0.0020167022480816975,0.0,0.017387500988990084,0.0331275245059546,0.0,0.0005492055751219457,0.000549205575121946,0.003476450689127614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020320136324538593,0.0,0.007640348680092651,0.0,0.0,0.0,0.008698342278522002,0.007640502667476778,2.416630982962499e-19,0.007525123549744528,0.0,1.4215476370367643e-20,0.01126045299562787,0.0,0.011260452995627869,0.02063465547137692,0.0,0.0,0.003940932568242309,0.0,0.004962078954176299,0.02738305155158751,0.010946537542443261,0.007080529226121208,0.03024868318563279,0.012134033428165596,0.0016129346309749493,0.005980337229114912,0.0,0.0,0.010035832573669476,0.0,0.014805407252141623,0.02709913730941489,0.025699348810793027,0.023596186309423527,0.0035942059346415448,0.0168648508356808,0.0035119031242493736,0.0,0.0,0.0005977847788196395,0.0,0.0,0.0,0.0,0.008513019381028138,0.0,0.010750914982685593,0.0,0.0,0.0,0.038285565348605236,0.009308683569462505,0.035091403651102,0.026869336666270876,0.0,0.04893269033805551,0.028092290434407138,3
LFQ intensity D3_10,0.0,0.0,0.01788256002988345,0.008618780555039835,0.0036920242753801943,0.0,0.017984981324948728,0.0,0.0071699744467224194,0.0,0.009983230525328825,0.0,0.0036920242753801934,0.022093422495783215,0.0,0.0,0.03889152485365578,0.017858618884950626,0.0,0.0,0.007492393053013335,0.0,0.003108700895367961,0.0100543710194012,0.0,0.010994048723231429,0.0,0.0,0.0,0.020592170701436627,0.0,0.0,0.014436605350249317,0.0,0.010218655004730556,0.02629406379220973,0.0,0.0,0.004711413378043876,0.007165415397271542,0.04075371428584455,0.0036770771912826754,0.0,0.013425667485932312,0.0,0.0,0.01948029278286004,0.011533124319541269,0.02221386652299133,0.05313035950902399,0.0,0.0,0.0,0.0,0.002081493325789226,0.0,0.018963149291498893,0.025824545461235925,0.0,0.0003893688012160885,0.00038936880121608893,0.01459892430244029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015303615265451586,0.0,0.008690076452533326,0.0,0.0,0.0,0.00984267753696575,0.008618780555039828,1.6414310898526842e-20,0.0,4.0000379515808126e-19,0.0,0.013325887709241303,0.0,0.013325887709241301,0.015989877123417734,0.0,0.0,0.007276292688161303,0.0,0.006202430787379034,0.0,0.011371119233370437,0.009701644322583077,0.031248269702638283,0.009096406451482035,7.53550768394276e-06,0.006172468960260279,0.0,0.0,0.017639113956865637,0.0,0.010642688249322569,0.03182380926281072,0.03164957287258951,0.01910717471843289,0.0,0.01678873608747539,0.002837747882548488,0.013767674474838362,0.0,0.014734929572628197,0.0,0.0,0.0,0.004667144706489747,0.0,0.0,0.009873773830611282,0.0,0.0,0.0,0.04419950804777963,0.004622582507010254,0.03157426750219536,0.02130745719826461,0.0011319529619129376,0.04618682555670102,0.02187613954317279,3
LFQ intensity D3_11,0.0,0.0,0.01740875392386262,0.005108302461773164,0.0038713971953724434,0.0,0.01795214402637531,0.0,0.008781991838033779,1.9621194105193642e-19,0.005139685744085241,0.0,0.0038713971953724434,0.020708895999894793,0.0,0.0,0.04047269753664618,0.016804910603046345,0.0,0.0,0.005696474476771316,0.0,0.002969488711623015,0.009604121544490857,0.0,0.010647010601677215,0.004035837644294793,0.0,0.0,0.015303080232328072,0.0,0.0,0.0037990139998239753,0.006411219317996769,0.00970880271591733,0.01988130108429064,0.0,0.0,0.00469448614825848,0.008776407782558502,0.05199353487581981,0.0019527722846041328,0.0,0.011973118646090877,0.0,0.0,0.017422598685763065,0.01378403517141211,0.020238905185917786,0.04926505986474039,0.0,0.0,0.0,0.0,0.00198828100299373,0.0,0.015442386242403225,0.03311520757636836,2.2424221834507017e-19,0.0013942792152110632,0.0013942792152110638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167783294104002,0.0,0.005108199508581778,0.0,0.0,0.0,0.005936050244477035,0.00510830246177316,5.606055458626754e-20,0.01326348213006238,0.0,1.9621194105193642e-19,0.011337701728363752,0.0,0.01133770172836375,0.0184924237796299,0.0,0.0,0.008764894725695648,0.0,0.008384478895537268,0.0054791225317049,0.011392115153300048,0.0,0.03184374381927997,0.014343248977603041,0.0,0.009946592245390923,0.0,0.0,0.017932652359949414,0.0,0.00821049598574547,0.031959070337292624,0.027021789126894173,0.02224064432478928,0.0,0.020115266582095562,0.0056195747173216895,0.0,0.0,0.030630361416823064,0.0,0.0,0.0,0.0034001596454406,0.0,0.0,0.011000356468274821,0.0,0.0,0.0,0.0475307507851621,0.00486079391238172,0.03147628661779391,0.023989530012462283,0.00047106943629226123,0.04671987060775391,0.027693061572334456,3
LFQ intensity D3_2,0.0,0.0,0.018707443823555058,0.00911061289331223,0.006212852878825547,0.0,0.014955647544817671,0.0,0.009083075656575032,0.0,0.005771333362035821,0.0,0.006212852878825545,0.01959514693443972,0.0,0.0010029643107423443,0.04400783160165299,0.015491254488160347,0.0,0.0,0.0,0.0,0.0,0.010519940200380426,0.0,0.015684697762457997,0.0,0.0,0.0,0.028385824450087627,0.0,0.0,0.010659254564892605,0.002235445267412153,0.013586462885900256,0.022500758590835612,0.0,0.0,0.004538662133547759,0.00464991837330899,0.05421812056697298,0.0,0.0,0.0136731035184094,0.0,0.0,0.015695384426563264,0.025690723218632312,0.021470621783631412,0.05694838541714073,0.0,0.0,0.0,0.0,0.00966249142487567,0.0,0.017825830963104052,0.0251284761561844,0.0,0.00393903832524974,0.003939038325249738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020222393698489258,0.0,0.009518749124435346,0.0,0.0,0.0,0.007453879747285957,0.009110612893312227,1.1345015895782732e-19,0.0006431301573999504,1.70175238436741e-19,0.0,0.015752575926202064,0.0,0.015752575926202064,0.019228272505724005,0.0,3.40350476873482e-19,0.008984760028499645,0.0,0.011257875050045819,0.0,0.013199614820964059,0.00950311510651804,0.03258988984164301,0.009080831724486083,0.0,0.005398767962262688,0.0,0.0,0.010410557876254141,0.0,0.006073810226924352,0.03181023442801325,0.022261406770240508,0.01396860953092671,0.0,0.017362739636750796,0.0072416710561128885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014047389092833476,0.0,0.00884541846569539,0.01090743906787911,0.0,0.0,0.03932228646703541,0.009646398019341427,0.030152766600360512,0.027790787131431117,0.0,0.04874845959621578,0.015252436976285678,3
LFQ intensity D3_3,0.0,0.0,0.00885916014570837,0.00930857546759127,0.0039227260313740245,0.0,0.019829596104101937,0.0,0.012343612174405516,3.9037347260581253e-19,0.006626607809735431,0.0,0.003922726031374024,0.022476389560370073,0.0,0.000950052502122411,0.04107298320204217,0.015883241969935485,0.0,0.0,0.003470152258710422,0.0,0.0,0.009907789773557912,0.0,0.011265853023598277,0.0,0.0,0.0,0.01724380332638213,0.0,0.0,0.00015220151785918376,0.0007163296365692611,0.008290162123985409,0.0223274777399583,0.0,0.0,0.005219835230718586,0.012335763452108982,0.05486374524704961,0.0,0.0,0.01288411550251932,0.0,0.0,0.014320333684622186,0.014172820107194953,0.021890013720697342,0.050822748760565514,0.0,0.0,0.0,0.0,0.0020511475304808994,0.0,0.015491245041428164,0.03567095529000832,0.0,0.0006138591182246858,0.0006138591182246862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015701621933891737,0.0,0.009308387861716552,0.0,0.0,0.0,0.010832798967604397,0.009308575467591267,1.1566621410542594e-19,0.0006753928594815094,0.0,3.9037347260581253e-19,0.013392770557272404,0.0,0.013392770557272404,0.018888251142143795,0.0,0.0,0.00455857401658973,0.0,0.002224124806248749,0.020218432649642487,0.011227732033865886,0.01212948116291697,0.030264395305502765,0.008134899425727487,0.0009557960799210849,0.00608248141271721,0.0,0.0,0.017677833487910005,0.0,0.011378775764993078,0.027700284962014165,0.028446025744512972,0.02378314283931193,0.0,0.02020829670557698,0.0041810052510523905,0.0,0.0,0.021514046741574696,0.0,0.0,0.0,0.0,0.006504004640999108,0.0,0.00931425805210388,0.001056913428602961,0.0,0.0,0.043665279836165756,0.004663943052919282,0.0341092864959701,0.02695918234252184,0.0,0.04584842879770554,0.0261729234127341,3
LFQ intensity D3_4,0.0,0.0,0.017753374088013182,0.008704755466745545,0.00406417464467505,0.0,0.018119020606015723,0.0,0.013988608090991268,2.2303002233842985e-19,0.006857230852340643,0.0,0.004064174644675049,0.02395436310804457,0.0,0.0,0.03940518487139758,0.017073098347469576,0.0,0.0,0.0039046549250727034,0.0,0.021635462919063993,0.00955220412292127,3.9030253909225223e-19,0.00905462972623653,0.0,0.0,0.0,0.00708698488813367,0.0,0.0,0.00014673908102990257,0.002806363759487731,0.008526172715861577,0.025977955005885005,0.0,0.0,0.00261913803599241,0.012144627716060648,0.041652978764450475,0.0,0.0,0.01325579594566993,0.0,0.0,0.02415405974481406,0.007205205629055739,0.02110439200796251,0.05472770329626805,0.0,0.0,0.0,0.0,0.0,0.0,0.013833408811309896,0.03822241291392902,0.0,0.0006141594375697531,0.0006141594375697534,0.008692891733287226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01496965587019932,0.0,0.008704580030313915,0.0,0.0,0.0,0.01283958607873639,0.008704755466745538,1.1151501116921493e-19,0.00038548682914706404,0.0,2.2303002233842985e-19,0.01107557972555434,0.0,0.011075579725554337,0.017089410441053953,0.0,0.0,0.00646037045357597,0.0,0.0,0.0024860663066703518,0.010270020570485875,0.007248570631658905,0.031408752478300585,0.013092519121877392,0.0023542621987184993,0.007754643598253465,0.0,0.0,0.016758126066595554,0.0,0.010913258655293549,0.028280183755339805,0.02741186906448407,0.020942302525455012,0.0,0.02211670501332797,0.006673736941001112,0.011804658995313282,0.0,0.014934485867091948,0.0,0.0,0.0,0.0022649700034693657,0.0,0.0,0.01394532550187274,0.0,0.0,0.0,0.04755714492523717,0.003108146997374824,0.03202561665558161,0.024651510957432062,0.0,0.040640852713258895,0.02853518049702509,3
LFQ intensity D3_5,0.0,0.0,0.008547637149747784,0.007352970162937637,0.004883619296367326,0.0,0.01767982623935667,0.0,0.013890890388311245,0.0,0.010413197452951176,0.0,0.004883619296367325,0.022311363148604376,0.0,0.0,0.03903680234209046,0.021515694174995444,0.0,0.0,0.004624579815125864,0.0,0.0048828755297043915,0.010479676253896241,0.0,0.010402930404876045,0.004192399510522098,0.0,0.0,0.013930063380310711,0.0,0.0,0.012820981090650468,0.0,0.004113840099844923,0.022852063384758956,0.0,0.0,0.0035000452157689724,0.013882057824587674,0.05751496344126132,0.0,0.0,0.011819212657343755,0.0,0.0,0.01580418909327442,0.011948149056714005,0.02315352487579847,0.05840981109112521,0.0,0.0,0.0,0.0,0.0021695415990542924,0.0,0.013450076792018149,0.03869085510334545,0.0,0.0012967087292160547,0.001296708729216055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018265748589380897,0.0,0.007352821970509699,0.0,0.0,0.0,0.01355907778494777,0.007352970162937634,0.0,0.007241933069302082,0.0,0.0,0.013903545863904786,0.0,0.013903545863904784,0.017658734901168337,0.0,0.0,0.00564745702314359,0.0,0.0027758615599448432,0.01000595884486184,0.011166369095851753,0.0,0.03140269942826635,0.0197911143039395,0.0,0.0,0.0,0.0,0.017681060283909172,0.0,0.011745217897961503,0.03137025866523569,0.029068273051554468,0.019006582640261248,0.0002686973569543724,0.022075240323455862,0.0050713970909866835,0.0,0.0,0.004316755479004181,0.0,0.0,0.0,0.005470185684233157,0.0,0.0,0.011259551205703966,0.0003176623480365185,0.0,0.0,0.0448994282170124,0.0036632197065357796,0.02821127880837228,0.021199313793000465,0.0010784594689587977,0.04417469098589361,0.0273440152007231,3
LFQ intensity D3_6,0.0,0.0,0.0,0.0072098036638919465,0.005010538043364016,0.0,0.020144215513096073,0.0,0.012351708249228743,0.0,0.0060403170952324885,0.0,0.005010538043364016,0.022768547599023952,0.0,0.0,0.0373508628453355,0.018037888969802844,0.0,0.0,0.002052955282758599,0.0,0.017689602475641938,0.010258418884985838,0.0,0.010783342865979503,0.0,0.0,0.0,0.019944523394994668,0.0,0.0016976370787488305,0.003824144446588236,0.0,0.008701907031481338,0.025783912882844953,0.0,0.0,0.005050683453501026,0.012343854379019095,0.055270718144873325,0.0,0.0,0.011876340648594469,0.0,0.0,0.019832388916104345,0.008317704240837229,0.020831277747410233,0.05426004754561732,0.0,0.0,0.0,0.0,0.009252968010527012,0.0,0.014006175946222516,0.046113978604873956,3.0269767861288357e-19,0.00014075006280932827,0.00014075006280932838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01724917972881397,0.0,0.007209658356854618,0.0,0.0,0.0,0.004986978814449805,0.00720980366389194,0.0,0.007100928525440182,3.7149260557035715e-19,0.0,0.015930802566728165,0.0,0.015930802566728162,0.02041306756718123,0.0,0.0,0.004936652786341883,0.0,0.010922642314529179,0.0058660319060649686,0.0124287262355954,0.01013979850409359,0.025300896111151425,0.006608569637683317,0.0,0.008010702715821416,0.0,0.0,0.015793591340281334,0.0,0.012120376088328432,0.029736185556160696,0.01968005008039466,0.016757440493872268,0.003193258957287817,0.01428966103601459,0.004913776339962458,0.0,0.0,0.0,0.0,0.0,0.0,0.004981404324450167,0.0,0.0,0.007291670885570946,0.02109522904922819,0.0,0.0,0.04064992334168235,0.012882891354443805,0.028619189379632943,0.024207815170188048,0.0013024471989171833,0.04830995795217056,0.021831387320481663,3
LFQ intensity D3_7,0.0,0.0,0.017720082344937722,0.008270289912172624,0.003698779739208738,0.0,0.018186779736232558,0.0,0.014184357841371294,0.0,0.008480383893882512,0.0,0.003698779739208738,0.02198245402660233,0.0,0.0,0.04120001855962685,0.02026001398236315,0.0,0.0,0.0019931917086445966,0.0,0.023562386359501895,0.009295428413094498,0.0,0.01050310485003061,0.0,0.0,0.0,0.015785334962806888,0.0,0.0,0.007710261265522714,0.0,0.009207865786006922,0.02330463275669392,0.0,0.0,0.004808464335826463,0.011679419246818042,0.04269259779499394,0.018760174745905387,0.0,0.013586887194334733,0.0,0.0,0.019538668045363177,0.008258266973658045,0.020537078415353714,0.05325655122704378,0.0,0.0,0.0,0.0,0.0019243742015161917,0.0,0.014849820880119134,0.0328121648550959,0.0,0.00045777779480017135,0.00045777779480017135,0.009107568347727357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016279842185332828,0.0,0.008270123231999212,0.0,0.0,0.0,0.010369464509420369,0.008270289912172617,1.0851734217252702e-19,0.0001776813700091957,1.0851734217252702e-19,0.0,0.01106820989855519,0.0,0.011068209898555188,0.016567086275937056,0.0,0.0,0.0043818257210402264,0.0,0.005978988556612489,0.0,0.010625554902981841,0.006006807415428484,0.027788060116167038,0.008711954378095878,0.0,0.009309834370551788,0.0,0.0,0.010369506607827253,0.0,0.011505088748568886,0.02760012857814785,0.024959054719223127,0.02232853667885191,0.0,0.020847913514471742,0.005101259224037234,0.014416049298656038,0.0,0.0027575650508160784,0.0,0.0,0.0,0.004030025381975082,0.0,0.0,0.010542857710934004,0.0,0.0,0.0,0.04744554492824072,0.008327081942061889,0.030552893745463414,0.023382444527992534,0.0,0.04165578415200271,0.027532594716605272,3
